+OT(min),Kdlmn(Km),PhaseCount,Mag,MagCount
0.036408605,0.009421265,0.192307692,0.891008174,0.384615385
0.036653054,0.009421265,0.192307692,0.891008174,0.384615385
0.036883124,0.009421265,0.192307692,0.891008174,0.384615385
0.037127574,0.009421265,0.192307692,0.891008174,0.384615385
0.037372023,0.009421265,0.192307692,0.891008174,0.384615385
0.037630852,0.009421265,0.192307692,0.891008174,0.384615385
0.037875302,0.009421265,0.192307692,0.891008174,0.384615385
0.038105372,0.009421265,0.192307692,0.891008174,0.384615385
0.038349822,0.009421265,0.192307692,0.891008174,0.384615385
0.038594271,0.009421265,0.192307692,0.891008174,0.384615385
0.038824341,0.009421265,0.192307692,0.891008174,0.384615385
0.039068791,0.009421265,0.192307692,0.891008174,0.384615385
0.039313241,0.009421265,0.192307692,0.891008174,0.384615385
0.039543311,0.009421265,0.192307692,0.891008174,0.384615385
0.047265041,0.009421265,0.192307692,0.891008174,0.384615385
0.071666858,0.009421265,0.192307692,0.891008174,0.384615385
